student_id,student_name,future_career,job_query,interested_domain,rank,course,rating,rating_norm,level,skills,sim_score,final_score
32,Olivia Clark,Graphics Programmer,Data Visualization Expert,Computer Graphics,8,Foundations of strategic business analytics,4.4,0.88,Advanced,Project Management  analysis  analytics  R Programming  credit scoring  Data Analysis  Computer Programming  business analytics  Business Analysis  presentation business business-essentials,0.3227,0.284
32,Olivia Clark,Graphics Programmer,Data Visualization Expert,Computer Graphics,9,Introduction to Business Analytics with R,4.4,0.88,Advanced,lecture  rstudio  business analytics  software  R Programming  Data Analysis  Exploratory Data Analysis  applied statistics  utility  analytics business business-essentials,0.3213,0.2827
32,Olivia Clark,Graphics Programmer,Data Visualization Expert,Computer Graphics,10,Accounting Data Analytics with Python,3.6,0.72,Advanced,data type  relational database management system  Numpy  Basic Descriptive Statistics  Data Structures  Python Programming  Databases  SQL  euler's totient function  jpeg data-science data-analysis,0.3255,0.2344
33,Andrew Hall,NLP Research Scientist,Deep Learning,Artificial Intelligence,1,Sales Training: Sales Team Management,4.7,0.94,Advanced,coaching  Human Learning  Training Materials  hubspot  onboarding  materials management  Sales  sales process engineering  Strategy  Recruiting business leadership-and-management,0.265,0.2491
33,Andrew Hall,NLP Research Scientist,Deep Learning,Artificial Intelligence,2,Create Employee Management System with When I Work,4.6,0.92,Beginner,management process  Human Resources  paycheck  Planning  project  team management  employment  Leadership and Management  Recruitment  payroll business leadership-and-management,0.2422,0.2228
33,Andrew Hall,NLP Research Scientist,Deep Learning,Artificial Intelligence,3,Effective Sales � An Overview,4.6,0.92,Advanced,customer satisfaction  strategic management  Strategy  sales management  Marketing  Business Operations  Sales  agriculture  Sales Strategy  value proposition business business-strategy,0.2411,0.2218
33,Andrew Hall,NLP Research Scientist,Deep Learning,Artificial Intelligence,4,Creating a Customer Service Survey Using Google Forms,5.0,1.0,Beginner,Average  fare  ripple effect  numbers (spreadsheet)  project  Accounting  wholesaling  rippling  cost  Survey Design business leadership-and-management,0.2181,0.2181
33,Andrew Hall,NLP Research Scientist,Deep Learning,Artificial Intelligence,5,Structuring Machine Learning Projects,4.8,0.96,Beginner,bias  Human Learning  analysis  computer multitasking  error  Strategy  Deep Learning  Multi-Task Learning  Machine Learning  project data-science data-analysis,0.2227,0.2138
33,Andrew Hall,NLP Research Scientist,Deep Learning,Artificial Intelligence,6,Leading Teams,4.7,0.94,Intermediate,performance  leadership  Team Building  team leader  Project Management  behavior  team management  Leadership and Management  Leadership Development  leadership dynamics business leadership-and-management,0.2262,0.2126
33,Andrew Hall,NLP Research Scientist,Deep Learning,Artificial Intelligence,7,Foundations for Interviewing with Confidence,5.0,1.0,Advanced,Salesforce  Sales  empathy  exhibitions  audience  personal branding  interview  crowding  standing ovation  confidence business business-essentials,0.211,0.211
33,Andrew Hall,NLP Research Scientist,Deep Learning,Artificial Intelligence,8,Digital Product Management: Modern Fundamentals,4.7,0.94,Beginner,lean startup  Leadership and Management  Product Management  Strategy  Product Strategy  minimum viable product  Planning  agile management  product planning  product/market fit business leadership-and-management,0.2207,0.2075
33,Andrew Hall,NLP Research Scientist,Deep Learning,Artificial Intelligence,9,Project Management: The Basics for Success,4.5,0.9,Conversant,Planning  Risk  team management  Project Management  Leadership and Management  project planning  project plan  project  leadership  Communication business leadership-and-management,0.2264,0.2038
33,Andrew Hall,NLP Research Scientist,Deep Learning,Artificial Intelligence,10,Building a Data Science Team,4.5,0.9,Intermediate,Data Analysis  team management  Team Building  Machine Learning  Data Science  Business Intelligence  Communication  leadership  Leadership and Management  Data Management data-science data-analysis,0.2255,0.203
34,David Jones,Web Developer,Full Stack Developer,Web Development,1,Web Application Development: Basic Concepts,4.5,0.9,Advanced,active record pattern  ruby on rails  web  Javascript  ajax (programming)  html  middleware  ruby (programming language)  Full-Stack Web Development  web application computer-science mobile-and-web-development,0.3152,0.2837
34,David Jones,Web Developer,Full Stack Developer,Web Development,2,Engineering Practices for Building Quality Software,4.1,0.82,Conversant,code coverage  version control systems  software project management  design pattern  software quality  Software Architecture  static analysis  software  Continuous Integration  Software Engineering computer-science software-development,0.3087,0.2531
34,David Jones,Web Developer,Full Stack Developer,Web Development,3,Web Design: Wireframes to Prototypes,4.8,0.96,Advanced,user interface  design pattern  java annotation  website wireframe  User Experience  experience  web  interfaces  user interface design  Web Design arts-and-humanities music-and-art,0.262,0.2515
34,David Jones,Web Developer,Full Stack Developer,Web Development,4,Introduction to Web Development,4.6,0.92,Conversant,web  Web Design  HTML5  Web Development  web page  Javascript  CSS  web hosting service  html  Front-End Web Development computer-science mobile-and-web-development,0.2559,0.2354
34,David Jones,Web Developer,Full Stack Developer,Web Development,5,Leading Teams,4.7,0.94,Intermediate,performance  leadership  Team Building  team leader  Project Management  behavior  team management  Leadership and Management  Leadership Development  leadership dynamics business leadership-and-management,0.2399,0.2255
34,David Jones,Web Developer,Full Stack Developer,Web Development,6,Web Design: Strategy and Information Architecture,4.8,0.96,Advanced,User Experience  web  Strategy  architecture  persona (user experience)  information architecture  User Research  Web Design  site map  experience arts-and-humanities music-and-art,0.2254,0.2164
34,David Jones,Web Developer,Full Stack Developer,Web Development,7,Building a Data Science Team,4.5,0.9,Intermediate,Data Analysis  team management  Team Building  Machine Learning  Data Science  Business Intelligence  Communication  leadership  Leadership and Management  Data Management data-science data-analysis,0.2377,0.2139
34,David Jones,Web Developer,Full Stack Developer,Web Development,8,Agile Software Development,4.6,0.92,Beginner,scrum (software development)  agile manifesto  user story  extreme programming  Software Engineering  software  agile management  Leadership and Management  Agile Software Development  Computer Programming computer-science software-development,0.2264,0.2083
34,David Jones,Web Developer,Full Stack Developer,Web Development,9,Getting Started With Application Development,4.5,0.9,Beginner,Google Cloud Platform  Cloud Platforms  Cloud Storage  bigquery  Google App Engine  google storage  web application  web  Cloud Computing  Application Development computer-science software-development,0.2235,0.2012
34,David Jones,Web Developer,Full Stack Developer,Web Development,10,New Product Development - develop your own new product,4.2,0.84,Advanced,project  agile management  project planning  project plan  Product Development  efficient frontier  Innovation  Project Management  new product development  critical success factor business entrepreneurship,0.2167,0.182
35,Elizabeth Williams,Mobile App Developer,Full Stack Developer,Mobile App Development,1,Web Application Development: Basic Concepts,4.5,0.9,Advanced,active record pattern  ruby on rails  web  Javascript  ajax (programming)  html  middleware  ruby (programming language)  Full-Stack Web Development  web application computer-science mobile-and-web-development,0.3148,0.2833
35,Elizabeth Williams,Mobile App Developer,Full Stack Developer,Mobile App Development,2,Engineering Practices for Building Quality Software,4.1,0.82,Conversant,code coverage  version control systems  software project management  design pattern  software quality  Software Architecture  static analysis  software  Continuous Integration  Software Engineering computer-science software-development,0.3087,0.2531
35,Elizabeth Williams,Mobile App Developer,Full Stack Developer,Mobile App Development,3,Web Design: Wireframes to Prototypes,4.8,0.96,Advanced,user interface  design pattern  java annotation  website wireframe  User Experience  experience  web  interfaces  user interface design  Web Design arts-and-humanities music-and-art,0.2619,0.2514
35,Elizabeth Williams,Mobile App Developer,Full Stack Developer,Mobile App Development,4,Introduction to Web Development,4.6,0.92,Conversant,web  Web Design  HTML5  Web Development  web page  Javascript  CSS  web hosting service  html  Front-End Web Development computer-science mobile-and-web-development,0.2556,0.2352
35,Elizabeth Williams,Mobile App Developer,Full Stack Developer,Mobile App Development,5,Leading Teams,4.7,0.94,Intermediate,performance  leadership  Team Building  team leader  Project Management  behavior  team management  Leadership and Management  Leadership Development  leadership dynamics business leadership-and-management,0.2399,0.2255
35,Elizabeth Williams,Mobile App Developer,Full Stack Developer,Mobile App Development,6,Web Design: Strategy and Information Architecture,4.8,0.96,Advanced,User Experience  web  Strategy  architecture  persona (user experience)  information architecture  User Research  Web Design  site map  experience arts-and-humanities music-and-art,0.2254,0.2164
35,Elizabeth Williams,Mobile App Developer,Full Stack Developer,Mobile App Development,7,Building a Data Science Team,4.5,0.9,Intermediate,Data Analysis  team management  Team Building  Machine Learning  Data Science  Business Intelligence  Communication  leadership  Leadership and Management  Data Management data-science data-analysis,0.2377,0.2139
35,Elizabeth Williams,Mobile App Developer,Full Stack Developer,Mobile App Development,8,Agile Software Development,4.6,0.92,Beginner,scrum (software development)  agile manifesto  user story  extreme programming  Software Engineering  software  agile management  Leadership and Management  Agile Software Development  Computer Programming computer-science software-development,0.2264,0.2083
35,Elizabeth Williams,Mobile App Developer,Full Stack Developer,Mobile App Development,9,Getting Started With Application Development,4.5,0.9,Beginner,Google Cloud Platform  Cloud Platforms  Cloud Storage  bigquery  Google App Engine  google storage  web application  web  Cloud Computing  Application Development computer-science software-development,0.2236,0.2012
35,Elizabeth Williams,Mobile App Developer,Full Stack Developer,Mobile App Development,10,New Product Development - develop your own new product,4.2,0.84,Advanced,project  agile management  project planning  project plan  Product Development  efficient frontier  Innovation  Project Management  new product development  critical success factor business entrepreneurship,0.2167,0.182
36,Charles Miller,Game Developer,Full Stack Developer,Computer Graphics,1,Web Application Development: Basic Concepts,4.5,0.9,Advanced,active record pattern  ruby on rails  web  Javascript  ajax (programming)  html  middleware  ruby (programming language)  Full-Stack Web Development  web application computer-science mobile-and-web-development,0.3149,0.2834
36,Charles Miller,Game Developer,Full Stack Developer,Computer Graphics,2,Engineering Practices for Building Quality Software,4.1,0.82,Conversant,code coverage  version control systems  software project management  design pattern  software quality  Software Architecture  static analysis  software  Continuous Integration  Software Engineering computer-science software-development,0.3087,0.2531
36,Charles Miller,Game Developer,Full Stack Developer,Computer Graphics,3,Web Design: Wireframes to Prototypes,4.8,0.96,Advanced,user interface  design pattern  java annotation  website wireframe  User Experience  experience  web  interfaces  user interface design  Web Design arts-and-humanities music-and-art,0.2617,0.2512
36,Charles Miller,Game Developer,Full Stack Developer,Computer Graphics,4,Introduction to Web Development,4.6,0.92,Conversant,web  Web Design  HTML5  Web Development  web page  Javascript  CSS  web hosting service  html  Front-End Web Development computer-science mobile-and-web-development,0.2555,0.2351
36,Charles Miller,Game Developer,Full Stack Developer,Computer Graphics,5,Leading Teams,4.7,0.94,Intermediate,performance  leadership  Team Building  team leader  Project Management  behavior  team management  Leadership and Management  Leadership Development  leadership dynamics business leadership-and-management,0.2399,0.2255
36,Charles Miller,Game Developer,Full Stack Developer,Computer Graphics,6,Web Design: Strategy and Information Architecture,4.8,0.96,Advanced,User Experience  web  Strategy  architecture  persona (user experience)  information architecture  User Research  Web Design  site map  experience arts-and-humanities music-and-art,0.2253,0.2163
36,Charles Miller,Game Developer,Full Stack Developer,Computer Graphics,7,Building a Data Science Team,4.5,0.9,Intermediate,Data Analysis  team management  Team Building  Machine Learning  Data Science  Business Intelligence  Communication  leadership  Leadership and Management  Data Management data-science data-analysis,0.2377,0.2139
36,Charles Miller,Game Developer,Full Stack Developer,Computer Graphics,8,Agile Software Development,4.6,0.92,Beginner,scrum (software development)  agile manifesto  user story  extreme programming  Software Engineering  software  agile management  Leadership and Management  Agile Software Development  Computer Programming computer-science software-development,0.2265,0.2084
36,Charles Miller,Game Developer,Full Stack Developer,Computer Graphics,9,Getting Started With Application Development,4.5,0.9,Beginner,Google Cloud Platform  Cloud Platforms  Cloud Storage  bigquery  Google App Engine  google storage  web application  web  Cloud Computing  Application Development computer-science software-development,0.2236,0.2012
36,Charles Miller,Game Developer,Full Stack Developer,Computer Graphics,10,New Product Development - develop your own new product,4.2,0.84,Advanced,project  agile management  project planning  project plan  Product Development  efficient frontier  Innovation  Project Management  new product development  critical success factor business entrepreneurship,0.2167,0.182
37,Susan Davis,Software Engineer,Technology Integration,Software Engineering,1,Enterprise Architecture,4.5,0.9,Advanced,business architecture  Leadership and Management  archimate  the open group architecture framework  enterprise architect  business process  enterprise architecture  Software Architecture  business logic  architecture business business-essentials,0.2732,0.2459
37,Susan Davis,Software Engineer,Technology Integration,Software Engineering,2,Technical Support Fundamentals,4.8,0.96,Conversant,binary code  internet  Troubleshooting  PC Hardware  software  technical support  Networking Hardware  Operating Systems  Customer Support  Software Installation information-technology support-and-operations,0.2467,0.2368
37,Susan Davis,Software Engineer,Technology Integration,Software Engineering,3,Project Management: The Basics for Success,4.5,0.9,Conversant,Planning  Risk  team management  Project Management  Leadership and Management  project planning  project plan  project  leadership  Communication business leadership-and-management,0.2315,0.2084
37,Susan Davis,Software Engineer,Technology Integration,Software Engineering,4,Create Customer Support Data with Google Sheets,4.6,0.92,Beginner,Customer Support  analysis  Microsoft Excel  microsoft access  Finance  Data Analysis  Microsoft Visio  Critical Thinking  utility  Leadership and Management business leadership-and-management,0.2146,0.1974
37,Susan Davis,Software Engineer,Technology Integration,Software Engineering,5,Business English: Final Project,4.7,0.94,Advanced,presentation  project  cmos  chief executive officer  deliverable  utility  english language  Budget Analysis  budget  c-fos language-learning learning-english,0.2066,0.1942
37,Susan Davis,Software Engineer,Technology Integration,Software Engineering,6,Create Employee Management System with When I Work,4.6,0.92,Beginner,management process  Human Resources  paycheck  Planning  project  team management  employment  Leadership and Management  Recruitment  payroll business leadership-and-management,0.2109,0.194
37,Susan Davis,Software Engineer,Technology Integration,Software Engineering,7,Big Data Modeling and Management Systems,4.4,0.88,Intermediate,Databases  analytics  graphs  Data Structures  Big Data Analytics  Data Management  Big Data  Data Model  Leadership and Management  modeling data-science data-analysis,0.2129,0.1874
37,Susan Davis,Software Engineer,Technology Integration,Software Engineering,8,Business Analysis & Process Management,4.3,0.86,Beginner,analysis  Business Process Management  process  process management  process modeling  Business Analysis  automated business process  Leadership and Management  project  business process business leadership-and-management,0.2161,0.1858
37,Susan Davis,Software Engineer,Technology Integration,Software Engineering,9,New Technologies for Business Leaders,4.2,0.84,Intermediate,customer engagement  bitcoin  augmented reality  cryptocurrency  Business Operations  BlockChain  internet of things  Marketing  mixed reality  leadership business marketing,0.2065,0.1735
37,Susan Davis,Software Engineer,Technology Integration,Software Engineering,10,How to Get Skilled: Introduction to Individual Skills Management (Project-Centered Course),3.5,0.7,Beginner,Human Resources  training and development  Professional Development  skills management  Training Programs  Leadership and Management  competitiveness  personal advertisement  benchmarking  Management Training personal-development personal-development,0.2062,0.1443
38,John Brown,Information Security Analyst,Information Security Analyst,Cybersecurity,1,Security Operations and Administration,4.7,0.94,Advanced,configuration management  separation of duties  key (cryptography)  Security Operations  security awareness  Software Engineering  owasp  management process  security  release management information-technology security,0.5067,0.4763
38,John Brown,Information Security Analyst,Information Security Analyst,Cybersecurity,2,Information Security: Context and Introduction,4.6,0.92,Beginner,Cryptography  Leadership and Management  security management  information security  Network Security  security  encryption  incident management  authorization  Risk computer-science computer-security-and-networks,0.4948,0.4552
38,John Brown,Information Security Analyst,Information Security Analyst,Cybersecurity,3,Protecting Cloud Architecture with Alibaba Cloud,4.9,0.98,Beginner,performance  wi-fi  encryption  data security  wireless network interface controller  index  security  Switches  web  history computer-science software-development,0.4079,0.3997
38,John Brown,Information Security Analyst,Information Security Analyst,Cybersecurity,4,Networks and Communications Security,4.7,0.94,Advanced,sublayer  virtual circuit  security  virtual lan  wireless  fibre channel over ethernet  virtual private lan service  domain name system  control plane  data link layer information-technology security,0.3926,0.369
38,John Brown,Information Security Analyst,Information Security Analyst,Cybersecurity,5,The Business of Cybersecurity Capstone,4.8,0.96,Advanced,Risk  Leadership and Management  performance measurement  security management  security  information security  contingency plan  Risk Management  Computer Security Incident Management  Strategy computer-science computer-security-and-networks,0.3704,0.3556
38,John Brown,Information Security Analyst,Information Security Analyst,Cybersecurity,6,Managing Network Security,4.7,0.94,Advanced,wireless  Cisco  Microarchitecture  web  Network Security  crime  privacy  internet  Cryptography  security information-technology security,0.3645,0.3426
38,John Brown,Information Security Analyst,Information Security Analyst,Cybersecurity,7,IT Security: Defense against the digital dark arts,4.7,0.94,Beginner,wireless  wireless security  authentication  encryption  information security  Network Security  Cryptography  security  System Security  network monitoring information-technology security,0.3625,0.3408
38,John Brown,Information Security Analyst,Information Security Analyst,Cybersecurity,8,Enterprise and Infrastructure Security,4.6,0.92,Advanced,infrastructure security  critical infrastructure protection  cloud computing security  Mobile Security  payment card industry data security standard  Cloud Computing  security awareness  BlockChain  internet of things  security computer-science computer-security-and-networks,0.3695,0.3399
38,John Brown,Information Security Analyst,Information Security Analyst,Cybersecurity,9,Security Awareness Training,4.7,0.94,Beginner,security  security management  multi-factor authentication  security question  awareness  malware  security awareness  authentication  password  Mobile Security information-technology security,0.3504,0.3294
38,John Brown,Information Security Analyst,Information Security Analyst,Cybersecurity,10,Cybersecurity and Its Ten Domains,4.1,0.82,Conversant,cyber-security regulation  Cryptography  access control  information security  business continuity  security  Planning  Network Security  Leadership and Management  encryption computer-science computer-security-and-networks,0.3438,0.2819
39,Laura Lee,Machine Learning Engineer,Machine Learning,Machine Learning,1,Machine Learning for All,4.7,0.94,Conversant,robotics  Machine Learning  Artificial Neural Networks  Training  Algorithms  Tensorflow  statistical classification  modeling  Human Learning  Deep Learning computer-science software-development,0.3551,0.3338
39,Laura Lee,Machine Learning Engineer,Machine Learning,Machine Learning,2,Introduction to Applied Machine Learning,4.7,0.94,Intermediate,Algorithms  Machine Learning Algorithms  Applied Machine Learning  Test Set  Machine Learning  ordered pair  Training  Human Learning  Deep Learning  business requirements data-science machine-learning,0.329,0.3093
39,Laura Lee,Machine Learning Engineer,Machine Learning,Machine Learning,3,"The Power of Machine Learning: Boost Business, Accumulate Clicks, Fight Fraud, and Deny Deadbeats",5.0,1.0,Intermediate,Data Analysis  fuzzy logic  predictive analytics  Machine Learning  business case  analytics  natural language toolkit  .bit  software  Mathematics data-science machine-learning,0.3062,0.3062
39,Laura Lee,Machine Learning Engineer,Machine Learning,Machine Learning,4,Structuring Machine Learning Projects,4.8,0.96,Beginner,bias  Human Learning  analysis  computer multitasking  error  Strategy  Deep Learning  Multi-Task Learning  Machine Learning  project data-science data-analysis,0.3175,0.3048
39,Laura Lee,Machine Learning Engineer,Machine Learning,Machine Learning,5,Machine Learning With Big Data,4.6,0.92,Beginner,statistical classification  knime  data clustering algorithms  Human Learning  analysis  Algorithms  Apache Spark  cluster analysis  Machine Learning  Apache data-science machine-learning,0.3163,0.291
39,Laura Lee,Machine Learning Engineer,Machine Learning,Machine Learning,6,Machine Learning Foundations: A Case Study Approach,4.5,0.9,Conversant,Human Learning  Regression  Machine Learning  Graphlab  statistical classification  linearity  Algorithms  Computer Programming  Python Programming  analysis data-science machine-learning,0.3106,0.2795
39,Laura Lee,Machine Learning Engineer,Machine Learning,Machine Learning,7,Developing AI Applications on Azure,4.3,0.86,Beginner,Machine Learning  web service  workspace  Training  Computer Programming  Microsoft Azure  Python Programming  Computer Vision  Human Learning  application programming interfaces data-science machine-learning,0.3128,0.269
39,Laura Lee,Machine Learning Engineer,Machine Learning,Machine Learning,8,Building a Data Science Team,4.5,0.9,Intermediate,Data Analysis  team management  Team Building  Machine Learning  Data Science  Business Intelligence  Communication  leadership  Leadership and Management  Data Management data-science data-analysis,0.2887,0.2598
39,Laura Lee,Machine Learning Engineer,Machine Learning,Machine Learning,9,"Introduction to TensorFlow for Artificial Intelligence, Machine Learning, and Deep Learning",4.6,0.92,Beginner,Human Learning  Convolutional Neural Network  convolution  Computer Vision  Tensorflow  Keras  Artificial Neural Networks  Deep Learning  Machine Learning  Computer Programming computer-science software-development,0.274,0.2521
39,Laura Lee,Machine Learning Engineer,Machine Learning,Machine Learning,10,Machine Learning for Data Analysis,4.2,0.84,Intermediate,Algorithms  Data Analysis  numbers (spreadsheet)  evaluation  Machine Learning  Regression  Dependent And Independent Variables  Human Learning  Regression Analysis  decision tree data-science machine-learning,0.2939,0.2469
40,Jessica Jones,Cloud Solutions Architect,Cloud Architect,Cloud Computing,1,Business Transformation with Google Cloud,4.7,0.94,Beginner,leadership  security  Microsoft Excel  Project Management  Cloud Computing  business case  Innovation  Strategy  Business Transformation  cloud computing security business business-strategy,0.3666,0.3446
40,Jessica Jones,Cloud Solutions Architect,Cloud Architect,Cloud Computing,2,Reliable Google Cloud Infrastructure: Design and Process,4.7,0.94,Beginner,Google Cloud Platform  Cloud Platforms  Cloud Computing  process  security  Cloud Infrastructure  deployment environment  site reliability engineering  architecture  reliability engineering information-technology cloud-computing,0.366,0.344
40,Jessica Jones,Cloud Solutions Architect,Cloud Architect,Cloud Computing,3,Essential Google Cloud Infrastructure: Core Services,4.7,0.94,Conversant,Leadership and Management  bigquery  Cloud Infrastructure  identity management  Cloud Platforms  Cloud Computing  network monitoring  Google Cloud Platform  Cloud Storage  resource information-technology cloud-computing,0.3446,0.3239
40,Jessica Jones,Cloud Solutions Architect,Cloud Architect,Cloud Computing,4,Essential Google Cloud Infrastructure: Foundation,4.7,0.94,Conversant,Cloud Infrastructure  private network  virtual machine  Cloud Storage  Cloud Computing  virtual private networks  Network Architecture  Cloud Platforms  architecture  Google Cloud Platform information-technology cloud-computing,0.3417,0.3212
40,Jessica Jones,Cloud Solutions Architect,Cloud Architect,Cloud Computing,5,Introduction to Cloud Computing,4.8,0.96,Beginner,Cloud Infrastructure  cloud computing security  Cloud Computing  bare machine  microservices  Cloud Storage  Software As A Service  security  it service management  IBM Cloud information-technology cloud-computing,0.3309,0.3177
40,Jessica Jones,Cloud Solutions Architect,Cloud Architect,Cloud Computing,6,Elastic Google Cloud Infrastructure: Scaling and Automation,4.7,0.94,Beginner,Cloud Platforms  virtual private networks  Google Cloud Platform  Cloud Computing  load balancing  build automation  deployment environment  Cloud Infrastructure  managed services  Leadership and Management information-technology cloud-computing,0.3273,0.3077
40,Jessica Jones,Cloud Solutions Architect,Cloud Architect,Cloud Computing,7,Google Cloud Product Fundamentals,4.7,0.94,Beginner,cost  Culture  Google Cloud Platform  Cloud Platforms  multicloud  Application Development  Collaboration  Training  total cost of ownership  Cloud Computing business business-strategy,0.3075,0.289
40,Jessica Jones,Cloud Solutions Architect,Cloud Architect,Cloud Computing,8,Security Best Practices in Google Cloud,4.7,0.94,Beginner,key (cryptography)  access control list  data at rest  authentication  security  encryption  Software Security  uniform resource locator  System Software  authorization information-technology cloud-computing,0.3017,0.2836
40,Jessica Jones,Cloud Solutions Architect,Cloud Architect,Cloud Computing,9,Managing Security in Google Cloud Platform,4.7,0.94,Beginner,authentication  identity management  s/sl programming language  subnetwork  Google Cloud Platform  security  Cloud Computing  cloud computing security  Cloud Platforms  Secure Sockets Layer (SSL) information-technology cloud-computing,0.3005,0.2825
40,Jessica Jones,Cloud Solutions Architect,Cloud Architect,Cloud Computing,10,"Cloud Computing Applications, Part 1: Cloud Systems and Infrastructure",4.1,0.82,Advanced,Software As A Service  Cloud Storage  Cloud Applications  Kubernetes  infrastructure as a service  Cloud Computing  platform as a service  distributed computing  Cloud Infrastructure  software computer-science computer-security-and-networks,0.3144,0.2578
41,Peter Parker,Software Engineer,Technology Integration,Software Development,1,Enterprise Architecture,4.5,0.9,Advanced,business architecture  Leadership and Management  archimate  the open group architecture framework  enterprise architect  business process  enterprise architecture  Software Architecture  business logic  architecture business business-essentials,0.2732,0.2459
41,Peter Parker,Software Engineer,Technology Integration,Software Development,2,Technical Support Fundamentals,4.8,0.96,Conversant,binary code  internet  Troubleshooting  PC Hardware  software  technical support  Networking Hardware  Operating Systems  Customer Support  Software Installation information-technology support-and-operations,0.2467,0.2368
41,Peter Parker,Software Engineer,Technology Integration,Software Development,3,Project Management: The Basics for Success,4.5,0.9,Conversant,Planning  Risk  team management  Project Management  Leadership and Management  project planning  project plan  project  leadership  Communication business leadership-and-management,0.2315,0.2084
41,Peter Parker,Software Engineer,Technology Integration,Software Development,4,Create Customer Support Data with Google Sheets,4.6,0.92,Beginner,Customer Support  analysis  Microsoft Excel  microsoft access  Finance  Data Analysis  Microsoft Visio  Critical Thinking  utility  Leadership and Management business leadership-and-management,0.2146,0.1974
41,Peter Parker,Software Engineer,Technology Integration,Software Development,5,Business English: Final Project,4.7,0.94,Advanced,presentation  project  cmos  chief executive officer  deliverable  utility  english language  Budget Analysis  budget  c-fos language-learning learning-english,0.2066,0.1942
41,Peter Parker,Software Engineer,Technology Integration,Software Development,6,Create Employee Management System with When I Work,4.6,0.92,Beginner,management process  Human Resources  paycheck  Planning  project  team management  employment  Leadership and Management  Recruitment  payroll business leadership-and-management,0.2109,0.194
41,Peter Parker,Software Engineer,Technology Integration,Software Development,7,Big Data Modeling and Management Systems,4.4,0.88,Intermediate,Databases  analytics  graphs  Data Structures  Big Data Analytics  Data Management  Big Data  Data Model  Leadership and Management  modeling data-science data-analysis,0.2129,0.1874
41,Peter Parker,Software Engineer,Technology Integration,Software Development,8,Business Analysis & Process Management,4.3,0.86,Beginner,analysis  Business Process Management  process  process management  process modeling  Business Analysis  automated business process  Leadership and Management  project  business process business leadership-and-management,0.2161,0.1858
41,Peter Parker,Software Engineer,Technology Integration,Software Development,9,New Technologies for Business Leaders,4.2,0.84,Intermediate,customer engagement  bitcoin  augmented reality  cryptocurrency  Business Operations  BlockChain  internet of things  Marketing  mixed reality  leadership business marketing,0.2065,0.1735
41,Peter Parker,Software Engineer,Technology Integration,Software Development,10,How to Get Skilled: Introduction to Individual Skills Management (Project-Centered Course),3.5,0.7,Beginner,Human Resources  training and development  Professional Development  skills management  Training Programs  Leadership and Management  competitiveness  personal advertisement  benchmarking  Management Training personal-development personal-development,0.2062,0.1443
42,Mary Jane Watson,Web Developer,Full Stack Developer,Web Development,1,Web Application Development: Basic Concepts,4.5,0.9,Advanced,active record pattern  ruby on rails  web  Javascript  ajax (programming)  html  middleware  ruby (programming language)  Full-Stack Web Development  web application computer-science mobile-and-web-development,0.3152,0.2837
42,Mary Jane Watson,Web Developer,Full Stack Developer,Web Development,2,Engineering Practices for Building Quality Software,4.1,0.82,Conversant,code coverage  version control systems  software project management  design pattern  software quality  Software Architecture  static analysis  software  Continuous Integration  Software Engineering computer-science software-development,0.3087,0.2531
42,Mary Jane Watson,Web Developer,Full Stack Developer,Web Development,3,Web Design: Wireframes to Prototypes,4.8,0.96,Advanced,user interface  design pattern  java annotation  website wireframe  User Experience  experience  web  interfaces  user interface design  Web Design arts-and-humanities music-and-art,0.262,0.2515
42,Mary Jane Watson,Web Developer,Full Stack Developer,Web Development,4,Introduction to Web Development,4.6,0.92,Conversant,web  Web Design  HTML5  Web Development  web page  Javascript  CSS  web hosting service  html  Front-End Web Development computer-science mobile-and-web-development,0.2559,0.2354
42,Mary Jane Watson,Web Developer,Full Stack Developer,Web Development,5,Leading Teams,4.7,0.94,Intermediate,performance  leadership  Team Building  team leader  Project Management  behavior  team management  Leadership and Management  Leadership Development  leadership dynamics business leadership-and-management,0.2399,0.2255
42,Mary Jane Watson,Web Developer,Full Stack Developer,Web Development,6,Web Design: Strategy and Information Architecture,4.8,0.96,Advanced,User Experience  web  Strategy  architecture  persona (user experience)  information architecture  User Research  Web Design  site map  experience arts-and-humanities music-and-art,0.2254,0.2164
42,Mary Jane Watson,Web Developer,Full Stack Developer,Web Development,7,Building a Data Science Team,4.5,0.9,Intermediate,Data Analysis  team management  Team Building  Machine Learning  Data Science  Business Intelligence  Communication  leadership  Leadership and Management  Data Management data-science data-analysis,0.2377,0.2139
42,Mary Jane Watson,Web Developer,Full Stack Developer,Web Development,8,Agile Software Development,4.6,0.92,Beginner,scrum (software development)  agile manifesto  user story  extreme programming  Software Engineering  software  agile management  Leadership and Management  Agile Software Development  Computer Programming computer-science software-development,0.2264,0.2083
42,Mary Jane Watson,Web Developer,Full Stack Developer,Web Development,9,Getting Started With Application Development,4.5,0.9,Beginner,Google Cloud Platform  Cloud Platforms  Cloud Storage  bigquery  Google App Engine  google storage  web application  web  Cloud Computing  Application Development computer-science software-development,0.2235,0.2012
42,Mary Jane Watson,Web Developer,Full Stack Developer,Web Development,10,New Product Development - develop your own new product,4.2,0.84,Advanced,project  agile management  project planning  project plan  Product Development  efficient frontier  Innovation  Project Management  new product development  critical success factor business entrepreneurship,0.2167,0.182
